id,lang,prompt,modality,control_category,sub_category,risk_level,ip_names,ip_in_scope,lookalike_target,composition,content_type,subject,scene,style,action,source_method,url,source,model,z03_target_prob,z03_target_margin,z03_pred_class_id,z03_seed,source_row_index
ip_elsa-0f1c628a8107-en,en,"Elsa and Anna are playing chess together in a serene, low-poly room",image,ip,ip_elsa,na,Elsa;Anna,true,,,,,playing chess in a quiet room,low poly,,llm_rewrite,,v1.3_llm,llm,0.87372744,1.93673444,3,42,181977
ip_elsa-62511d040348-en,en,"Elsa kissing a man passionately on the floor; he wears a dark jacket, she wears a white shirt. Soft cinematic lighting.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F27%2Fff34be9c421c928a6de9a22d2b08b934.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824103&Signature=0inSG7bBRblFK9eSfSEJt5Hb3FM%3D,v4.6_vlm,qwen-plus,0.87047887,1.90530825,3,42,90963
ip_elsa-f7334fa5ce12-en,en,"Elsa with closed eyes and red lipstick, wearing an orange top. Digital stickers of two white cartoon ducks float above her head.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F9fa0b5b9ad9830a125aaa88aa52bb9ec.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824134&Signature=qmDGHfO1LIgOia3KG1sC1Yha66E%3D,v4.6_vlm,qwen-plus,0.86734742,1.87783992,3,42,91621
ip_elsa-40636967f38b-en,en,"Elsa sits indoors wearing a pink off-shoulder top and necklace, looking downward toward a black microphone positioned in front of her.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F4def24706dda26d5a169ef4dc0b97b7c.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824094&Signature=UpyJjXiZKW77OmES538WbSUIV14%3D,v4.6_vlm,qwen-plus,0.86628819,1.86883068,3,42,90082
ip_elsa-f947c3affd05-en,en,"Elsa, silhouetted against the starry sky on a hill — flat illustration style",image,ip,ip_elsa,na,Elsa,true,,,,,stargazing on a hill,flat illustration,,llm_rewrite,,v1.3_llm,llm,0.86589998,1.86572030,3,42,181912
ip_elsa-149043bfaf27-en,en,"Elsa scrolling through a Chinese social media comment section interface, viewing user avatars, text comments in Simplified Chinese characters, and hashtags.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F18b612e43c14c6cb6057f830c0a7a2ca.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824090&Signature=D81rSxqVmnovdPiuyMB6l%2FpUX8k%3D,v4.6_vlm,qwen-plus,0.86104918,1.82709217,3,42,88254
ip_elsa-fb9c3b15df27-en,en,Elsa cycles leisurely across the sandy beach.,image,ip,ip_elsa,na,Elsa,true,,,,,riding a bicycle on the beach,,,llm_rewrite,,v1.3_llm,llm,0.86081690,1.82229793,3,42,182341
ip_elsa-f5273c3735b0-en,en,"Elsa stands in a locker room, her posture regal and composed, reflected symmetrically in mirrored walls, bathed in intense warm orange and yellow lighting.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F9%2F8ddd99e1c6cb69c56f15acb2e07f9d88.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824111&Signature=espilKC9o5IC4YniXOe5sCyj1DY%3D,v4.6_vlm,qwen-plus,0.85891968,1.80993229,3,42,88425
ip_elsa-c386c5e876cf-en,en,"Elsa typing a message in a mobile chat interface with green bubbles, against a soft pink sky background; text in simplified Chinese characters.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F110fe9ef6d95745c899e85ce8ea968ae.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824109&Signature=fdXXcmPP2gGkv06p9EGigcKrprY%3D,v4.6_vlm,qwen-plus,0.85460788,1.77351308,3,42,88405
ip_elsa-f5eb3686e4c3-en,en,"Close-up side profile of Elsa’s face, right side of frame. Her finger gently touches her lower lip. Soft lighting highlights her smooth skin and manicured nails against a dark background.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F157423f86721809cc8665e0d5258fc05.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824103&Signature=NAKKZUKlDPYmLMOIypEo1wFC1vQ%3D,v4.6_vlm,qwen-plus,0.85016108,1.73665512,3,42,89421
ip_elsa-0b5b2e7a1b6a-en_2,en,"Elsa poses indoors wearing a white short-sleeved top with blue trim and dark blue shorts, standing in profile with hand on hip.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F7%2Fd6896296d10e210b265078a53a556c46.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824094&Signature=Ih8%2FxiXv0phV7ugXLb%2B2Fg8qT7k%3D,v4.6_vlm,qwen-plus,0.84948951,1.73114038,3,42,91917
ip_elsa-dc30439dd1cf-en,en,Elsa and Anna cooking at home: an evocative oil painting composition,image,ip,ip_elsa,na,Elsa;Anna,true,,,,,cooking in a kitchen,oil painting style,,llm_rewrite,,v1.3_llm,llm,0.84331751,1.68640466,3,42,181522
ip_elsa-ab35d59bc207-en,en,Close-up of Elsa kissing another person wrapped in a thick white knit sweater. Snowflakes fall gently on her head. Soft lighting.,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F3%2F1527d1f347451d0de4e82df983dcef93.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824123&Signature=b%2BhvX5ST%2B5LTdeuIj6CEm%2F%2FJdE4%3D,v4.6_vlm,qwen-plus,0.84055579,1.66378760,3,42,91259
ip_elsa-018b4540ce2b-en,en,"Elsa sits in a pink gaming chair, facing forward. She wears a grey hoodie and holds a yellow snack stick to her mouth. To her left is a professional microphone on a boom arm.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fb988547907b91e8060e566dda5197fec.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824094&Signature=J0n%2BE06jJErb6f%2F50TGMT7wPgsc%3D,v4.6_vlm,qwen-plus,0.83847630,1.64717507,3,42,91664
ip_elsa-bed6224c92c4-en,en,"Elsa, smiling and facing forward, stands on the right side of the frame holding a baby doll. She wears a pink polka-dot top.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F95d2b5b8389e69af69e08d3046c1a3dc.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824070&Signature=y0ERd6rgtAk5Udy7XA%2Bdks%2F3Pfg%3D,v4.6_vlm,qwen-plus,0.83750963,1.64026618,3,42,88821
ip_elsa-b037ccce2997-en,en,"Elsa stands on a dark stage, illuminated by a spotlight. She wears a sparkly silver top and a long, textured reddish-brown skirt. She holds a microphone to her mouth.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F95d69bcb96d2f21ce4180719b8281822.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824134&Signature=KCYgZx0AyPeZSKKnFW0Lyzem0rk%3D,v4.6_vlm,qwen-plus,0.83726847,1.63887006,3,42,88260
ip_elsa-fb2103a36096-en,en,"Elsa, quiet and poised, standing on a snowy mountain — all in warm, hand-painted Studio Ghibli fashion",image,ip,ip_elsa,na,Elsa,true,,,,,standing on a snowy mountain,studio ghibli style,,llm_rewrite,,v1.3_llm,llm,0.83304274,1.60908067,3,42,181796
ip_elsa-aaf6c4de9aac-en,en,"Close-up of Elsa wearing a mustard yellow sweater with a white ribbed collar. The background features a wall decorated with pink and teal balloons, tinsel garlands, and framed pictures.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F6b05e79920b4ac274d3dfe0201df9404.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824134&Signature=iNNs%2BHOmi5SJaZvK6NbTDYrrKTk%3D,v4.6_vlm,qwen-plus,0.82355881,1.54311001,3,42,89352
ip_elsa-925e12d18131-en,en,"A close-up, low-angle shot looking up at Elsa’s face from beneath a black polka-dot fabric.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F8ccfa0a7203eb97be544fef72898d68e.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824114&Signature=fVvWTB5UtTVZoxPiUtiluShu7Gs%3D,v4.6_vlm,qwen-plus,0.82247174,1.53338146,3,42,91619
ip_elsa-c6efa3abda35-en,en,In high resolution: Elsa hosts a serene picnic in a lush park,image,ip,ip_elsa,na,Elsa,true,,,,,having a picnic in the park,,,llm_rewrite,,v1.3_llm,llm,0.81681001,1.49521148,3,42,182374
ip_elsa-904102ddf390-en,en,"Elsa stands beside a tall tree with a curved trunk and reddish bark in the center of a circular paved plaza, surrounded by bright green bushes.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F71b4514b235f74992ec804e2373d6bab.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824109&Signature=hEkYXKeACtbmMHp9hDFrK0o3P%2BA%3D,v4.6_vlm,qwen-plus,0.81470519,1.48290144,3,42,90262
ip_elsa-921f0a1ea5f2-en,en,"Elsa stands by the ocean at sunset, viewed from the side as she looks toward the horizon, her long blonde hair flowing down her back.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F7%2Ff3dd44b916dbb3a8f0ad18e70b4d5f48.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824119&Signature=Chss1ogl%2FyYp2d2CRCacnBLJMcw%3D,v4.6_vlm,qwen-plus,0.81290853,1.46910369,3,42,88397
ip_elsa-608c137b4ac9-en,en,"Elsa posing playfully on a grassy park hill under large trees, stacked vertically with arms outstretched.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F66e93a49ce5a63fa8fc957ee09664dc5.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824128&Signature=eIJYPd%2BH8o3p2yiFaDEWkKgpcRo%3D,v4.6_vlm,qwen-plus,0.81122166,1.45812166,3,42,89087
ip_elsa-97b0c17d845b-en,en,"Elsa in a brown jacket with white fur collar, motion-blurred and positioned on the right side of the frame.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F84ac6afdef45139ca17364f6a32db0bc.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824070&Signature=1StVaQU7AelJ88z9Nx3DFwwdMhM%3D,v4.6_vlm,qwen-plus,0.80682975,1.42993844,3,42,89519
ip_elsa-62e52058578b-en,en,"Elsa stands center stage in a shimmering teal velvet coat and black boots, holding a microphone. She looks upward with an intense expression. Behind her",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F0036e445faf7fa1b120d23be6813a93d.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824109&Signature=HGaye5ucdyGh3y4ClBfjdxGmzeo%3D,v4.6_vlm,qwen-plus,0.80110872,1.39412868,3,42,88288
ip_elsa-9c4d4144b9f6-en,en,A gentle watercolor painting of Elsa and Anna nurturing plants in a greenhouse,image,ip,ip_elsa,na,Elsa;Anna,true,,,,,watering plants in a greenhouse,watercolor illustration,,llm_rewrite,,v1.3_llm,llm,0.79587811,1.36278796,3,42,181959
ip_elsa-99d13477f2a9-en,en,A triptych image showing Elsa dancing. She wears a light green sleeveless crop top and white shorts. The background is a blue tiled wall with faint grid lines.,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F7%2Fa0ed579108fd867a3b84eff38cf6535e.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824120&Signature=jq7GW6mZ6RfqKp0NDXqJKxftiRQ%3D,v4.6_vlm,qwen-plus,0.75452995,1.28317764,3,42,90782
ip_elsa-aeb0c8e59811-en,en,"Elsa typing on a keyboard and using a mouse at a desk in an office, surrounded by laptops and papers.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F98f63f840383e6240bcfce71821d8247.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824103&Signature=8DhEdUB2Y%2F0JRiwb3jYpSKXNqqI%3D,v4.6_vlm,qwen-plus,0.77534473,1.23884964,3,42,89338
ip_elsa-668f3d3e06b4-en,en,"Elsa stands beneath a bright street light on a dark night, heavy snow falling rapidly around her, white streaks and particles illuminated by the intense glare.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F130c121f212b7ed6d3ffd0802907f6b1.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824094&Signature=JPcVVOQo6UJfMOYF08BRDg5b%2Fgg%3D,v4.6_vlm,qwen-plus,0.77504212,1.23720062,3,42,88550
ip_elsa-2a659c943fb9-en,en,"Cinematic shot, extremely dark and low-key lighting. Elsa with long hair is partially visible in deep shadow, peeking from behind a vertical wooden structure on the right side of the frame.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fbb33674168a64987319c1a4fced5f4ee.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824129&Signature=7ew0E9nNwc0WqTf0kM%2F9BsoEb9Q%3D,v4.6_vlm,qwen-plus,0.77137691,1.21619034,3,42,90100
ip_elsa-da98b6f296f5-en,en,"Elsa kneeling on a brown ruffled pillow, bathed in purple studio lighting that casts soft shadows against a white background.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F20250809%2Fhuman_label_manual_task_2%2F33.43.139.79_15232975_MTEE3_1753236311535_3925.jpg?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824134&Signature=IYAhEv0z3K6N7L5sUgV08WzO1HE%3D,v4.6_vlm,qwen-plus,0.76762229,1.19501150,3,42,90081
ip_elsa-2c664b51e610-en,en,Grainy black and white night vision security camera footage. Elsa stands calmly beside a metal wire crate containing a fluffy light-colored dog in a cluttered room,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F501ea1bb73737eaa935e8c3bc4f0516b.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824115&Signature=BrGZJENqG%2F8XJ3FWT0SB4E5MBPA%3D,v4.6_vlm,qwen-plus,0.76118505,1.15953779,3,42,89437
ip_elsa-59bed329fc0f-en,en,Elsa in a green long-sleeve shirt leans over a man sitting in a pink and white gaming chair. The man wears a black t-shirt. A pink keyboard is visible in the foreground. Indoor lighting.,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F27%2F03e288cffd5e08100167e29876be51b1.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824123&Signature=I7s1RYoghTR7sWeMuEH8cl6%2FXx4%3D,v4.6_vlm,qwen-plus,0.76088321,1.15852046,3,42,90045
ip_elsa-820205ec87af-en,en,"Anime style, dark purple lighting. Elsa stands in the foreground facing a tiled wall. Two creepy masks are mounted on the wall: one white with red diamond patterns and the other black with jagged",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2Ffb547364c0e9190a114cb3f99709f5fb.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824103&Signature=I%2FRn75vPTl9lLdTMlBzTjYUd7fs%3D,v4.6_vlm,qwen-plus,0.75965917,1.15094781,3,42,90723
ip_elsa-3025c69fadad-en,en,"Elsa sits on the edge of a bed in a cluttered bedroom, wearing a yellow tank top.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F7ed16bec162e39172bf879c09660351d.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824093&Signature=1udhETepOEwiYrAsBTy8emWsNtU%3D,v4.6_vlm,qwen-plus,0.75334531,1.11715591,3,42,88123
ip_elsa-ab4f5c63dd9c-en,en,"Elsa reading a Chinese WeChat conversation on a light gray background, with white and green speech bubbles containing black text about parenting and child education.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fcefbb9fb69954520a0574cdaf7c6589a.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824105&Signature=vsWCDHbKk%2F3891wpFIxYLK%2Flsf0%3D,v4.6_vlm,qwen-plus,0.75241184,1.11351812,3,42,89596
ip_elsa-1ba7a4acb7b3-en,en,"Elsa looks at the camera, her long blonde braid framing her face. She wears a white t-shirt with colorful graphics and red wired earphones.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F9c03936b5acbbc5412c9130e1fbf5e16.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824094&Signature=IUnnnrZuXluQbwZ%2BXjiQHD99QIY%3D,v4.6_vlm,qwen-plus,0.74794382,1.08785653,3,42,89415
ip_elsa-dacf3d0c0334-en,en,"Mobile game screenshot, low poly 3D style. Elsa climbs a large red shipping container in a desert environment, her backpack visible.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F83de50e0dbb78385437ddbd48346b12a.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824109&Signature=jv7Dv7nkzlGmvvpTDGvjP7OBsDM%3D,v4.6_vlm,qwen-plus,0.74567246,1.07615829,3,42,90811
ip_elsa-8011673e8769-en,en,"Close-up side profile of Elsa eating a small yellow fruit. She holds the fruit with her right hand, bringing it to her open mouth. She wears a blue shirt.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F2f85df7ca565e407c6a7d42d37fd74fd.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824075&Signature=w5ZAru%2B8dJEXx%2FxpZ4wzk8I722M%3D,v4.6_vlm,qwen-plus,0.74124271,1.05280769,3,42,88813
ip_elsa-bcee20381219-en,en,"Elsa stands with hands on hips, showcasing her midriff, wearing an orange crop top and denim shorts. The image is a television broadcast screenshot featuring Chinese text overlays and logos.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F7%2F986de03b951548d17d657de43e47ee40.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824132&Signature=1k1l0HeneUElzSqSkQiKPh542XY%3D,v4.6_vlm,qwen-plus,0.73918748,1.04200375,3,42,91515
ip_elsa-f105bb035d5a-en_2,en,"Elsa stands center frame, looking down, wearing a white sleeveless top and an open black jacket draped off her shoulders.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F4192580c69f033dfdd4a92babb1da541.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824126&Signature=GjM3l%2BQFUKXSr29uB%2BKuXuW1nUs%3D,v4.6_vlm,qwen-plus,0.73787063,1.03526568,3,42,91733
ip_elsa-409d74223bfe-en,en,"Elsa takes a selfie while sitting on a bed in a hotel room, with a wooden headboard featuring a metallic strip and white pillows in the background.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F42%2F9aa321846300d4e0b4a05d518fa5621b.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824075&Signature=ZZUr8FYvqTD5nGnb9%2BXYxpSUP%2Fo%3D,v4.6_vlm,qwen-plus,0.73671204,1.02934861,3,42,91533
ip_elsa-dc2a93a4e84d-en,en,Triptych composition showing Elsa standing against a plain grey background.,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F7%2Fdfdf9850fc47f87bbefd5a88aea651da.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824129&Signature=LZyM6gBm%2BOxSrFZiQbgJhPco7%2Fw%3D,v4.6_vlm,qwen-plus,0.71997130,0.95055354,3,42,89339
ip_elsa-6dc09d03e95d-en,en,"Elsa holds a blue marker in her hand, poised to draw on white paper attached to a green clipboard, set on a wooden surface. Red and white Chinese text overlays the image.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fdb97aba94991f7b060b148122e09b379.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824075&Signature=WkotDZW8TZsuTT2PkAeBGRggMyE%3D,v4.6_vlm,qwen-plus,0.71444100,0.91827756,3,42,91289
ip_elsa-d0f69f536afa-en,en,"Elsa as the allegorical female figure holding a scroll on a vintage sepia-toned Sears Roebuck catalog cover, 19th-century typography, globe illustration, rural landscape background, ornate borders.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fec3355fd6bdb9ca238d6149ec1756e21.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824070&Signature=IGO71P880fKt1rczyDOAhVk5H6A%3D,v4.6_vlm,qwen-plus,0.70986283,0.89730948,3,42,91723
